CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\WithB\180\5_B0600.FIT
Average of Rows 238 through 264
Column	Value (ADU)
1	1781
2	1639
3	1527
4	1425
5	1353
6	1320
7	1294
8	1297
9	1297
10	1312
11	1331
12	1329
13	1320
14	1328
15	1332
16	1372
17	1446
18	1580
19	1726
20	1803
21	1771
22	1691
23	1628
24	1624
25	1682
26	1784
27	1797
28	1746
29	1628
30	1510
31	1400
32	1349
33	1307
34	1293
35	1281
36	1286
37	1296
38	1308
39	1329
40	1316
41	1310
42	1316
43	1328
44	1357
45	1438
46	1553
47	1707
48	1830
49	1822
50	1738
51	1659
52	1614
53	1629
54	1716
55	1825
56	1830
57	1769
58	1650
59	1536
60	1440
61	1349
62	1315
63	1288
64	1282
65	1278
66	1280
67	1293
68	1309
69	1314
70	1326
71	1317
72	1311
73	1322
74	1326
75	1372
76	1474
77	1609
78	1777
79	1889
80	1898
81	1812
82	1692
83	1645
84	1633
85	1664
86	1791
87	1896
88	1889
89	1800
90	1692
91	1572
92	1460
93	1379
94	1316
95	1294
96	1279
97	1275
98	1274
99	1276
100	1289
101	1305
102	1388
103	1328
104	1326
105	1315
106	1321
107	1316
108	1325
109	1361
110	1452
111	1571
112	1716
113	1884
114	1964
115	1906
116	1805
117	1715
118	1665
119	1626
120	1634
121	1736
122	1883
123	1953
124	1918
125	1846
126	1735
127	1626
128	1509
129	1412
130	1339
131	1303
132	1287
133	1283
134	1269
135	1265
136	1266
137	1278
138	1294
139	1301
140	1328
141	1335
142	1320
143	1315
144	1313
145	1316
146	1306
147	1316
148	1351
149	1414
150	1511
151	1630
152	1810
153	1957
154	2033
155	1983
156	1871
157	1772
158	1694
159	1665
160	1625
161	1621
162	1701
163	1862
164	2003
165	2008
166	1971
167	1880
168	1785
169	1674
170	1567
171	1484
172	1400
173	1333
174	1292
175	1291
176	1286
177	1275
178	1261
179	1260
180	1267
181	1266
182	1275
183	1286
184	1297
185	1323
186	1339
187	1320
188	1310
189	1310
190	1313
191	1310
192	1298
193	1295
194	1299
195	1316
196	1369
197	1424
198	1516
199	1629
200	1770
201	1924
202	2033
203	2127
204	2070
205	1963
206	1875
207	1759
208	1714
209	1684
210	1672
211	1638
212	1612
213	1671
214	1789
215	1975
216	2113
217	2108
218	2075
219	2029
220	1952
221	1866
222	1789
223	1694
224	1599
225	1526
226	1468
227	1381
228	1328
229	1307
230	1287
231	1283
232	1280
233	1274
234	1269
235	1255
236	1255
237	1255
238	1254
239	1262
240	1271
241	1278
242	1287
243	1287
244	1302
245	1331
246	1358
247	1357
248	1328
249	1310
250	1293
251	1310
252	1316
253	1320
254	1317
255	1306
256	1288
257	1281
258	1285
259	1293
260	1315
261	1331
262	1369
263	1416
264	1473
265	1527
266	1584
267	1676
268	1800
269	1919
270	1984
271	2084
272	2212
273	2307
274	2298
275	2167
276	2061
277	2025
278	1961
279	1861
280	1798
281	1763
282	1724
283	1708
284	1709
285	1719
286	1703
287	1651
288	1617
289	1603
290	1625
291	1662
292	1721
293	1779
294	1903
295	2088
296	2223
297	2273
298	2222
299	2163
300	2141
301	2165
302	2173
303	2143
304	2088
305	2012
306	1959
307	1931
308	1899
309	1885
310	1865
311	1801
312	1737
313	1681
314	1626
315	1590
316	1569
317	1555
318	1548
319	1524
320	1494
321	1446
322	1409
323	1371
324	1349
325	1328
326	1316
327	1299
328	1296
329	1278
330	1277
331	1282
332	1278
333	1272
334	1272
335	1286
336	1279
337	1275
338	1283
339	1279
340	1278
341	1274
342	1281
343	1278
344	1276
345	1269
346	1273
347	1269
348	1267
349	1263
350	1251
351	1262
352	1259
353	1250
354	1245
355	1253
356	1248
357	1244
358	1250
359	1245
360	1244
361	1249
362	1240
363	1245
364	1241
365	1240
366	1244
367	1242
368	1242
369	1240
370	1237
371	1236
372	1244
373	1248
374	1243
375	1240
376	1239
377	1237
378	1241
379	1238
380	1245
381	1242
382	1241
383	1244
384	1242
385	1238
386	1248
387	1239
388	1250
389	1246
390	1244
391	1247
392	1251
393	1248
394	1243
395	1242
396	1248
397	1252
398	1255
399	1257
400	1258
401	1259
402	1261
403	1264
404	1271
405	1276
406	1270
407	1313
408	1269
409	1274
410	1278
411	1282
412	1275
413	1281
414	1277
415	1271
416	1276
417	1267
418	1269
419	1277
420	1276
421	1283
422	1285
423	1290
424	1314
425	1325
426	1352
427	1383
428	1409
429	1452
430	1484
431	1513
432	1530
433	1548
434	1567
435	1599
436	1641
437	1695
438	1745
439	1783
440	1825
441	1862
442	1885
443	1914
444	1966
445	2012
446	2083
447	2100
448	2100
449	2099
450	2130
451	2152
452	2183
453	2165
454	2075
455	1962
456	1859
457	1751
458	1674
459	1622
460	1583
461	1580
462	1587
463	1637
464	1648
465	1659
466	1669
467	1674
468	1695
469	1715
470	1775
471	1830
472	1896
473	1959
474	2033
475	2120
476	2172
477	2156
478	2070
479	1988
480	1910
481	1815
482	1716
483	1621
484	1545
485	1498
486	1436
487	1387
488	1351
489	1317
490	1294
491	1285
492	1281
493	1280
494	1293
495	1297
496	1302
497	1304
498	1297
499	1288
500	1285
501	1286
502	1311
503	1321
504	1315
505	1300
506	1285
507	1270
508	1265
509	1258
510	1247
511	1243
512	1242
513	1235
514	1241
515	1243
516	1248
517	1260
518	1263
519	1265
520	1268
521	1279
522	1308
523	1360
524	1419
525	1475
526	1540
527	1607
528	1680
529	1757
530	1809
531	1883
532	1929
533	1940
534	1899
535	1800
536	1679
537	1590
538	1553
539	1555
540	1574
541	1594
542	1624
543	1683
544	1761
545	1855
546	1926
547	1937
548	1871
549	1767
550	1664
551	1547
552	1455
553	1386
554	1340
555	1303
556	1282
557	1270
558	1275
559	1285
560	1281
561	1276
562	1273
563	1276
564	1293
565	1286
566	1270
567	1259
568	1243
569	1243
570	1235
571	1227
572	1237
573	1255
574	1250
575	1262
576	1266
577	1302
578	1355
579	1414
580	1499
581	1578
582	1669
583	1744
584	1811
585	1829
586	1796
587	1686
588	1590
589	1533
590	1535
591	1564
592	1585
593	1656
594	1748
595	1827
596	1839
597	1787
598	1657
599	1547
600	1442
601	1372
602	1320
603	1282
604	1267
605	1267
606	1268
607	1271
608	1272
609	1275
610	1283
611	1259
612	1257
613	1241
614	1237
615	1230
616	1233
617	1242
618	1252
619	1265
620	1301
621	1349
622	1417
623	1503
624	1593
625	1679
626	1753
627	1774
628	1700
629	1584
630	1519
631	1524
632	1528
633	1585
634	1669
635	1754
636	1776
637	1714
638	1589
639	1479
640	1392
641	1316
642	1285
643	1267
644	1270
645	1265
646	1270
647	1270
648	1272
649	1260
650	1253
651	1245
652	1230
653	1239
654	1240
655	1254
656	1262
657	1305
658	1368
659	1451
660	1540
661	1623
662	1685
663	1688
664	1617
665	1529
666	1485
667	1512
668	1558
669	1636
670	1703
671	1703
672	1604
673	1488
674	1390
675	1324
676	1286
677	1267
678	1267
679	1264
680	1269
681	1264
682	1252
683	1234
684	1236
685	1225
686	1230
687	1239
688	1261
689	1279
690	1338
691	1425
692	1520
693	1597
694	1653
695	1644
696	1562
697	1492
698	1490
699	1524
700	1597
701	1660
702	1656
703	1565
704	1460
705	1362
706	1295
707	1265
708	1263
709	1254
710	1259
711	1259
712	1256
713	1247
714	1237
715	1226
716	1226
717	1240
718	1264
719	1319
720	1385
721	1471
722	1560
723	1623
724	1592
725	1512
726	1470
727	1475
728	1522
729	1601
730	1633
731	1574
732	1462
733	1370
734	1302
735	1263
736	1254
737	1255
738	1249
739	1255
740	1245
741	1232
742	1230
743	1233
744	1232
745	1256
746	1331
747	1369
748	1459
749	1538
750	1584
751	1556
752	1490
753	1446
754	1487
755	1546
756	1595
757	1563
758	1463
759	1373
760	1300
761	1269
762	1261
763	1255
764	1261
765	1263
