CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\WithB\90\5_5403B.FIT
Average of Rows 250 through 262
Column	Value (ADU)
1	5763
2	6238
3	6093
4	5504
5	4775
6	4716
7	4242
8	3298
9	2884
10	2580
11	2252
12	2070
13	2019
14	2097
15	2333
16	2573
17	2480
18	2245
19	2196
20	2165
21	2254
22	2634
23	3411
24	4436
25	4480
26	4399
27	5145
28	6467
29	6369
30	5609
31	4851
32	4786
33	4841
34	4160
35	3222
36	2959
37	2629
38	2299
39	2120
40	2082
41	2121
42	2272
43	2684
44	2709
45	2393
46	2263
47	2205
48	2207
49	2276
50	2697
51	3489
52	4613
53	4651
54	4541
55	4884
56	6325
57	6407
58	6306
59	5627
60	4858
61	5030
62	5031
63	4276
64	3289
65	3011
66	2757
67	2380
68	2157
69	2054
70	2076
71	2162
72	2393
73	2816
74	2786
75	2427
76	2283
77	2235
78	2200
79	2211
80	2451
81	3044
82	3982
83	5008
84	5103
85	4623
86	4937
87	6458
88	7044
89	6944
90	6169
91	5420
92	5018
93	5302
94	5239
95	4384
96	3412
97	3087
98	2956
99	2517
100	2251
101	2101
102	2045
103	2114
104	2197
105	2427
106	2916
107	2969
108	2599
109	2356
110	2327
111	2255
112	2227
113	2237
114	2475
115	3060
116	3868
117	5075
118	5163
119	5122
120	4668
121	5337
122	6915
123	7912
124	7529
125	6638
126	6035
127	5214
128	5368
129	5588
130	5509
131	4647
132	3621
133	3147
134	3200
135	2841
136	2480
137	2241
138	2115
139	2061
140	2108
141	2168
142	2280
143	2663
144	3156
145	3038
146	2655
147	2401
148	2392
149	2329
150	2285
151	2257
152	2254
153	2457
154	2984
155	3604
156	4702
157	5666
158	5792
159	5348
160	4784
161	5165
162	6496
163	8204
164	8194
165	8054
166	7037
167	6570
168	5748
169	5276
170	5873
171	6021
172	5983
173	5149
174	4124
175	3305
176	3230
177	3319
178	2986
179	2619
180	2349
181	2202
182	2125
183	2101
184	2130
185	2207
186	2233
187	2385
188	2766
189	3288
190	3372
191	3008
192	2626
193	2404
194	2439
195	2387
196	2344
197	2273
198	2260
199	2250
200	2316
201	2644
202	3160
203	3694
204	4542
205	5844
206	6215
207	6257
208	5762
209	5109
210	4840
211	5522
212	6873
213	8441
214	9544
215	9107
216	8581
217	7571
218	7086
219	6764
220	5947
221	5334
222	5722
223	6434
224	6506
225	6505
226	6048
227	5103
228	4282
229	3521
230	3146
231	3403
232	3431
233	3390
234	2972
235	2675
236	2474
237	2338
238	2229
239	2170
240	2146
241	2147
242	2203
243	2256
244	2268
245	2273
246	2364
247	2596
248	2966
249	3422
250	3560
251	3506
252	3159
253	2848
254	2578
255	2419
256	2421
257	2520
258	2510
259	2480
260	2406
261	2380
262	2340
263	2347
264	2348
265	2303
266	2363
267	2544
268	2859
269	3243
270	3607
271	3883
272	4338
273	5243
274	6395
275	6919
276	6825
277	6760
278	6728
279	6353
280	5669
281	5187
282	4958
283	4848
284	5208
285	6118
286	7136
287	7979
288	9032
289	10342
290	10803
291	10616
292	9952
293	9472
294	9178
295	8668
296	7839
297	7403
298	7404
299	7410
300	7346
301	6814
302	6150
303	5589
304	5309
305	5413
306	5856
307	6559
308	7090
309	7229
310	7182
311	6972
312	6989
313	7103
314	7120
315	6801
316	6286
317	5738
318	5237
319	4841
320	4491
321	4168
322	3819
323	3474
324	3217
325	3070
326	3014
327	3113
328	3338
329	3571
330	3846
331	4034
332	4062
333	3966
334	3779
335	3544
336	3346
337	3146
338	2976
339	2848
340	2757
341	2706
342	2627
343	2583
344	2517
345	2481
346	2457
347	2428
348	2389
