CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\WithB\180\9_1400B.FIT
Average of Rows 250 through 262
Column	Value (ADU)
1	6214
2	5492
3	4765
4	5041
5	5924
6	5901
7	5035
8	3874
9	2792
10	2230
11	2089
12	1838
13	1717
14	1659
15	1662
16	1841
17	1865
18	1850
19	1824
20	1820
21	1800
22	1770
23	1894
24	2312
25	3189
26	4655
27	5992
28	5721
29	4803
30	4581
31	5398
32	6033
33	5817
34	4835
35	3616
36	2599
37	2200
38	2094
39	1845
40	1721
41	1677
42	1658
43	1775
44	1941
45	1893
46	1836
47	1830
48	1838
49	1791
50	1743
51	1908
52	2307
53	3171
54	4618
55	6143
56	6232
57	5350
58	4691
59	5008
60	6165
61	6197
62	5916
63	4880
64	3645
65	2656
66	2214
67	2143
68	1894
69	1739
70	1673
71	1648
72	1660
73	1884
74	1937
75	1928
76	1866
77	1865
78	1861
79	1833
80	1754
81	1796
82	2047
83	2567
84	3566
85	5124
86	6642
87	6647
88	5665
89	4861
90	4991
91	5944
92	6906
93	6781
94	5952
95	4833
96	3610
97	2682
98	2238
99	2204
100	1997
101	1789
102	1691
103	1655
104	1645
105	1675
106	1931
107	1993
108	1980
109	1889
110	1892
111	1907
112	1919
113	1844
114	1763
115	1806
116	2054
117	2476
118	3279
119	4664
120	6312
121	7147
122	6807
123	5793
124	4958
125	5037
126	5875
127	7166
128	7124
129	6885
130	5969
131	4952
132	3744
133	2804
134	2317
135	2263
136	2193
137	1943
138	1785
139	1700
140	1677
141	1651
142	1667
143	1798
144	2157
145	2171
146	2018
147	1936
148	1930
149	1957
150	1960
151	1950
152	1861
153	1791
154	1831
155	2027
156	2334
157	2898
158	3835
159	5332
160	6865
161	7550
162	7472
163	6620
164	5518
165	5022
166	5310
167	6097
168	7565
169	7932
170	7902
171	6966
172	6220
173	5217
174	4101
175	3122
176	2527
177	2223
178	2284
179	2288
180	2007
181	1833
182	1733
183	1687
184	1674
185	1650
186	1649
187	1677
188	1906
189	2278
190	2323
191	2086
192	1954
193	1935
194	1937
195	1966
196	1984
197	1975
198	1923
199	1816
200	1736
201	1739
202	1855
203	2081
204	2322
205	2758
206	3477
207	4470
208	5992
209	7229
210	8760
211	8831
212	7831
213	7019
214	5921
215	5296
216	5072
217	5551
218	6089
219	7494
220	8594
221	8632
222	8655
223	7849
224	7127
225	6457
226	5618
227	4775
228	3791
229	3123
230	2601
231	2304
232	2213
233	2384
234	2404
235	2306
236	2037
237	1893
238	1818
239	1788
240	1754
241	1723
242	1697
243	1670
244	1653
245	1626
246	1683
247	1835
248	2214
249	2486
250	2404
251	2204
252	1995
253	1923
254	1911
255	1918
256	1957
257	1977
258	2030
259	2046
260	2038
261	2025
262	1992
263	1917
264	1840
265	1778
266	1741
267	1776
268	1819
269	1953
270	2122
271	2295
272	2435
273	2661
274	3097
275	3666
276	4216
277	5012
278	6156
279	7160
280	7835
281	8822
282	10129
283	10322
284	9345
285	8295
286	7915
287	7548
288	6771
289	6038
290	5631
291	5413
292	5208
293	5225
294	5585
295	6044
296	6283
297	6629
298	7488
299	8775
300	9653
301	9730
302	9458
303	9297
304	9432
305	9424
306	8943
307	8123
308	7577
309	7348
310	7262
311	6993
312	6578
313	6074
314	5710
315	5390
316	4916
317	4415
318	3917
319	3517
320	3207
321	3013
322	2853
323	2687
324	2528
325	2375
326	2267
327	2165
328	2129
329	2133
330	2184
331	2263
332	2379
333	2518
334	2657
335	2683
336	2672
337	2581
338	2435
339	2267
340	2120
341	2019
342	1912
343	1862
344	1825
345	1808
346	1809
347	1816
348	1793
349	1806
350	1805
351	1797
352	1792
353	1782
354	1786
355	1780
356	1770
357	1763
358	1755
359	1766
360	1734
361	1729
362	1734
363	1732
364	1736
365	1723
366	1710
367	1707
368	1691
369	1700
370	1695
371	1698
372	1699
373	1708
374	1697
375	1692
376	1702
377	1698
378	1705
379	1700
380	1704
381	1717
382	1732
383	1734
384	1730
385	1753
386	1742
387	1747
388	1756
389	1751
390	1759
391	1765
392	1757
393	1760
394	1757
395	1759
396	1755
397	1747
398	1741
399	1732
400	1728
401	1725
402	1742
403	1737
404	1758
405	1750
406	1768
407	1761
408	1767
409	1771
410	1777
411	1775
412	1790
413	1791
414	1813
415	1832
416	1889
417	1943
418	2035
419	2157
420	2334
421	2499
422	2625
423	2699
424	2709
425	2621
426	2478
427	2346
428	2215
429	2114
430	2087
431	2093
432	2129
433	2242
434	2364
435	2523
436	2687
437	2836
438	3010
439	3226
440	3587
441	4023
442	4531
443	4998
444	5350
445	5742
446	6172
447	6577
448	6927
449	6987
450	7149
451	7484
452	8076
453	8703
454	8946
455	8939
456	8937
457	9272
458	9345
459	8945
460	7880
461	6852
462	6257
463	5993
464	5671
465	5177
466	4971
467	4995
468	5196
469	5447
470	5990
471	6652
472	7156
473	7496
474	8201
475	9190
476	9265
477	9039
478	8083
479	7297
480	6525
481	5517
482	4539
483	3863
484	3376
485	2910
486	2579
487	2387
488	2222
489	2049
490	1902
491	1803
492	1751
493	1755
494	1797
495	1851
496	1926
497	1973
498	2001
499	2018
500	1988
501	1986
502	1974
503	1926
504	1922
505	1909
506	1949
507	2064
508	2276
509	2344
510	2337
511	2044
512	1816
513	1674
514	1644
515	1661
516	1687
517	1696
518	1701
519	1713
520	1720
521	1741
522	1829
523	2034
524	2280
525	2300
526	2201
527	2137
528	2289
529	2620
530	3137
531	3892
532	4702
533	5451
534	6103
535	6715
536	7374
537	7749
538	7878
539	7338
540	6222
541	5335
542	4755
543	4631
544	4972
545	5694
546	6511
547	7460
548	7521
549	7295
550	6120
551	4849
552	3780
553	2994
554	2484
555	2153
556	1944
557	1758
558	1700
559	1727
560	1784
561	1862
562	1883
563	1875
564	1852
565	1805
566	1803
567	1866
568	2051
569	2083
570	1981
571	1730
572	1602
573	1597
574	1607
575	1633
576	1659
