CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\180Run10image.JPG
Average of Rows 239 through 265
Column	Value (ADU)
1	1444
2	1465
3	1478
4	1476
5	1459
6	1449
7	1449
8	1444
9	1442
10	1453
11	1466
12	1442
13	1407
14	1373
15	1349
16	1337
17	1351
18	1373
19	1389
20	1390
21	1383
22	1365
23	1351
24	1353
25	1342
26	1357
27	1381
28	1417
29	1450
30	1458
31	1451
32	1451
33	1441
34	1447
35	1446
36	1431
37	1437
38	1466
39	1473
40	1443
41	1398
42	1370
43	1341
44	1332
45	1350
46	1354
47	1385
48	1390
49	1389
50	1387
51	1361
52	1350
53	1341
54	1345
55	1350
56	1363
57	1400
58	1452
59	1478
60	1462
61	1440
62	1429
63	1442
64	1446
65	1454
66	1430
67	1444
68	1453
69	1474
70	1464
71	1422
72	1388
73	1357
74	1332
75	1327
76	1329
77	1359
78	1375
79	1394
80	1404
81	1391
82	1377
83	1357
84	1339
85	1338
86	1339
87	1352
88	1356
89	1374
90	1443
91	1484
92	1482
93	1464
94	1429
95	1436
96	1450
97	1462
98	1457
99	1442
100	1431
101	1442
102	1535
103	1491
104	1473
105	1435
106	1397
107	1362
108	1336
109	1333
110	1338
111	1339
112	1356
113	1377
114	1404
115	1415
116	1393
117	1376
118	1371
119	1350
120	1339
121	1332
122	1333
123	1339
124	1345
125	1370
126	1419
127	1487
128	1521
129	1512
130	1479
131	1447
132	1435
133	1451
134	1467
135	1485
136	1477
137	1465
138	1445
139	1455
140	1484
141	1535
142	1528
143	1489
144	1441
145	1396
146	1366
147	1346
148	1324
149	1326
150	1334
151	1349
152	1354
153	1379
154	1399
155	1429
156	1418
157	1404
158	1384
159	1373
160	1357
161	1345
162	1339
163	1335
164	1346
165	1346
166	1342
167	1355
168	1377
169	1434
170	1504
171	1559
172	1560
173	1530
174	1477
175	1447
176	1445
177	1449
178	1472
179	1508
180	1517
181	1496
182	1474
183	1458
184	1444
185	1449
186	1507
187	1554
188	1586
189	1546
190	1509
191	1457
192	1419
193	1381
194	1362
195	1334
196	1322
197	1320
198	1328
199	1338
200	1339
201	1353
202	1367
203	1402
204	1422
205	1449
206	1445
207	1421
208	1404
209	1396
210	1382
211	1369
212	1349
213	1335
214	1327
215	1334
216	1341
217	1347
218	1351
219	1349
220	1348
221	1346
222	1362
223	1396
224	1453
225	1528
226	1595
227	1609
228	1587
229	1555
230	1500
231	1465
232	1445
233	1443
234	1446
235	1454
236	1471
237	1513
238	1524
239	1528
240	1521
241	1514
242	1489
243	1461
244	1441
245	1431
246	1435
247	1465
248	1526
249	1578
250	1621
251	1618
252	1597
253	1553
254	1520
255	1470
256	1442
257	1418
258	1400
259	1384
260	1369
261	1341
262	1325
263	1306
264	1313
265	1316
266	1327
267	1328
268	1343
269	1339
270	1343
271	1344
272	1340
273	1350
274	1374
275	1396
276	1417
277	1446
278	1466
279	1471
280	1455
281	1434
282	1428
283	1407
284	1415
285	1407
286	1397
287	1396
288	1394
289	1381
290	1372
291	1359
292	1349
293	1344
294	1333
295	1329
296	1320
297	1337
298	1338
299	1339
300	1340
301	1351
302	1349
303	1345
304	1352
305	1355
306	1357
307	1344
308	1346
309	1335
310	1352
311	1340
312	1327
313	1339
314	1345
315	1362
316	1376
317	1397
318	1412
319	1444
320	1473
321	1529
322	1566
323	1610
324	1644
325	1656
326	1656
327	1652
328	1655
329	1634
330	1627
331	1622
332	1613
333	1599
334	1573
335	1559
336	1539
337	1525
338	1511
339	1492
340	1482
341	1486
342	1478
343	1467
344	1456
345	1450
346	1447
347	1450
348	1440
349	1434
350	1434
351	1444
352	1428
353	1436
354	1434
355	1424
356	1427
357	1432
358	1432
359	1436
360	1432
361	1431
362	1433
363	1429
364	1433
365	1429
366	1435
367	1435
368	1429
369	1432
370	1429
371	1433
372	1438
373	1433
374	1436
375	1428
376	1436
377	1437
378	1434
379	1435
380	1434
381	1438
382	1429
383	1438
384	1425
385	1436
386	1435
387	1437
388	1429
389	1436
390	1430
391	1427
392	1428
393	1437
394	1434
395	1432
396	1439
397	1441
398	1439
399	1449
400	1453
401	1452
402	1459
403	1471
404	1471
405	1496
406	1503
407	1550
408	1529
409	1537
410	1565
411	1569
412	1585
413	1593
414	1608
415	1618
416	1632
417	1638
418	1645
419	1640
420	1622
421	1596
422	1560
423	1532
424	1486
425	1462
426	1428
427	1401
428	1379
429	1361
430	1345
431	1333
432	1326
433	1326
434	1317
435	1317
436	1315
437	1325
438	1324
439	1326
440	1334
441	1332
442	1329
443	1325
444	1323
445	1327
446	1325
447	1310
448	1308
449	1305
450	1309
451	1320
452	1320
453	1327
454	1332
455	1340
456	1354
457	1354
458	1358
459	1367
460	1372
461	1371
462	1385
463	1399
464	1402
465	1415
466	1424
467	1410
468	1401
469	1375
470	1357
471	1344
472	1336
473	1324
474	1326
475	1322
476	1319
477	1315
478	1303
479	1301
480	1289
481	1298
482	1302
483	1308
484	1313
485	1333
486	1340
487	1352
488	1372
489	1403
490	1423
491	1461
492	1471
493	1486
494	1507
495	1498
496	1460
497	1447
498	1405
499	1394
500	1386
501	1391
502	1403
503	1413
504	1441
505	1446
506	1460
507	1458
508	1432
509	1409
510	1400
511	1391
512	1388
513	1398
514	1410
515	1431
516	1457
517	1491
518	1501
519	1490
520	1451
521	1405
522	1362
523	1330
524	1315
525	1304
526	1317
527	1309
528	1310
529	1307
530	1302
531	1295
532	1294
533	1307
534	1319
535	1323
536	1344
537	1348
538	1361
539	1375
540	1366
541	1365
542	1346
543	1326
544	1318
545	1312
546	1302
547	1293
548	1291
549	1288
550	1294
551	1301
552	1328
553	1350
554	1370
555	1399
556	1433
557	1445
558	1435
559	1407
560	1377
561	1365
562	1374
563	1377
564	1394
565	1406
566	1405
567	1388
568	1372
569	1376
570	1367
571	1385
572	1416
573	1449
574	1445
575	1428
576	1379
577	1335
578	1314
579	1311
580	1295
581	1297
582	1284
583	1283
584	1287
585	1296
586	1306
587	1316
588	1337
589	1345
590	1351
591	1344
592	1333
593	1308
594	1295
595	1294
596	1277
597	1279
598	1289
599	1296
600	1323
601	1354
602	1375
603	1397
604	1399
605	1383
606	1368
607	1349
608	1360
609	1369
610	1385
611	1374
612	1362
613	1352
614	1354
615	1374
616	1394
617	1413
618	1402
619	1367
620	1326
621	1302
622	1286
623	1282
624	1280
625	1279
626	1287
627	1294
628	1310
629	1312
630	1338
631	1332
632	1322
633	1304
634	1291
635	1284
636	1277
637	1282
638	1295
639	1311
640	1336
641	1362
642	1382
643	1379
644	1363
645	1346
646	1355
647	1360
648	1368
649	1362
650	1350
651	1350
652	1359
653	1385
654	1383
655	1364
656	1323
657	1302
658	1284
659	1283
660	1276
661	1279
662	1279
663	1297
664	1310
665	1316
666	1324
667	1315
668	1297
669	1289
670	1277
671	1276
672	1290
673	1302
674	1328
675	1359
676	1367
677	1361
678	1351
679	1339
680	1346
681	1358
682	1351
683	1332
684	1346
685	1355
686	1373
687	1370
688	1341
689	1302
690	1278
691	1287
692	1285
693	1279
694	1283
695	1296
696	1312
697	1314
698	1307
699	1300
700	1290
701	1272
702	1280
703	1281
704	1307
705	1342
706	1354
707	1348
708	1340
709	1337
710	1347
711	1347
712	1346
713	1330
714	1339
715	1354
716	1365
717	1333
718	1306
719	1283
720	1277
721	1270
722	1273
723	1283
724	1291
725	1303
726	1302
727	1297
728	1288
729	1283
730	1275
731	1284
732	1295
733	1332
734	1349
735	1339
736	1327
737	1328
738	1342
739	1338
740	1332
741	1335
742	1360
743	1355
744	1331
745	1306
746	1315
747	1274
748	1273
749	1278
750	1283
751	1294
752	1311
753	1303
754	1286
755	1273
756	1276
757	1279
758	1303
759	1324
760	1346
761	1337
762	1331
763	1341
764	1358
765	1344
