CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\180Run8Image.FIT
Average of Rows 239 through 265
Column	Value (ADU)
1	1431
2	1446
3	1448
4	1430
5	1422
6	1411
7	1407
8	1408
9	1404
10	1408
11	1446
12	1429
13	1392
14	1368
15	1336
16	1325
17	1330
18	1345
19	1362
20	1373
21	1370
22	1347
23	1336
24	1336
25	1323
26	1334
27	1356
28	1406
29	1434
30	1427
31	1410
32	1398
33	1407
34	1408
35	1412
36	1404
37	1402
38	1432
39	1450
40	1434
41	1389
42	1364
43	1339
44	1325
45	1325
46	1333
47	1355
48	1376
49	1374
50	1361
51	1345
52	1334
53	1334
54	1326
55	1334
56	1346
57	1397
58	1434
59	1449
60	1434
61	1405
62	1392
63	1404
64	1414
65	1409
66	1402
67	1398
68	1412
69	1441
70	1457
71	1410
72	1377
73	1345
74	1328
75	1323
76	1319
77	1328
78	1351
79	1366
80	1394
81	1375
82	1354
83	1349
84	1330
85	1325
86	1321
87	1329
88	1338
89	1375
90	1431
91	1453
92	1455
93	1427
94	1403
95	1396
96	1401
97	1417
98	1433
99	1404
100	1393
101	1401
102	1500
103	1461
104	1454
105	1425
106	1389
107	1356
108	1338
109	1315
110	1324
111	1321
112	1329
113	1350
114	1381
115	1398
116	1392
117	1366
118	1355
119	1332
120	1325
121	1321
122	1319
123	1316
124	1337
125	1360
126	1419
127	1468
128	1486
129	1470
130	1437
131	1414
132	1405
133	1417
134	1428
135	1440
136	1438
137	1418
138	1408
139	1412
140	1430
141	1470
142	1509
143	1484
144	1445
145	1393
146	1367
147	1347
148	1320
149	1325
150	1317
151	1324
152	1333
153	1347
154	1376
155	1410
156	1413
157	1398
158	1373
159	1365
160	1348
161	1333
162	1325
163	1324
164	1329
165	1324
166	1318
167	1337
168	1379
169	1445
170	1503
171	1531
172	1517
173	1478
174	1437
175	1415
176	1410
177	1420
178	1438
179	1459
180	1473
181	1461
182	1444
183	1417
184	1409
185	1425
186	1451
187	1488
188	1544
189	1531
190	1498
191	1464
192	1414
193	1383
194	1363
195	1343
196	1326
197	1320
198	1319
199	1319
200	1316
201	1320
202	1333
203	1360
204	1385
205	1419
206	1436
207	1425
208	1404
209	1384
210	1369
211	1353
212	1342
213	1331
214	1322
215	1319
216	1330
217	1328
218	1316
219	1310
220	1318
221	1330
222	1363
223	1424
224	1484
225	1546
226	1564
227	1568
228	1542
229	1503
230	1467
231	1430
232	1415
233	1408
234	1399
235	1419
236	1441
237	1455
238	1476
239	1492
240	1493
241	1464
242	1443
243	1424
244	1405
245	1406
246	1410
247	1424
248	1447
249	1496
250	1546
251	1588
252	1593
253	1553
254	1516
255	1493
256	1451
257	1413
258	1396
259	1377
260	1366
261	1352
262	1337
263	1316
264	1319
265	1320
266	1328
267	1319
268	1318
269	1312
270	1308
271	1314
272	1315
273	1321
274	1337
275	1361
276	1380
277	1403
278	1434
279	1453
280	1462
281	1450
282	1438
283	1420
284	1412
285	1397
286	1384
287	1388
288	1378
289	1373
290	1364
291	1353
292	1338
293	1328
294	1323
295	1329
296	1316
297	1327
298	1325
299	1326
300	1330
301	1330
302	1335
303	1324
304	1325
305	1314
306	1306
307	1297
308	1296
309	1292
310	1309
311	1307
312	1316
313	1341
314	1352
315	1382
316	1407
317	1451
318	1486
319	1522
320	1560
321	1588
322	1607
323	1605
324	1603
325	1598
326	1595
327	1592
328	1588
329	1573
330	1574
331	1562
332	1541
333	1520
334	1513
335	1493
336	1493
337	1479
338	1474
339	1459
340	1458
341	1445
342	1428
343	1419
344	1420
345	1416
346	1410
347	1409
348	1406
349	1399
350	1397
351	1405
352	1399
353	1402
354	1391
355	1397
356	1393
357	1393
358	1395
359	1396
360	1398
361	1394
362	1393
363	1397
364	1397
365	1397
366	1405
367	1395
368	1405
369	1403
370	1399
371	1406
372	1409
373	1409
374	1405
375	1400
376	1404
377	1408
378	1402
379	1406
380	1411
381	1400
382	1403
383	1401
384	1399
385	1399
386	1399
387	1397
388	1399
389	1409
390	1397
391	1403
392	1397
393	1406
394	1404
395	1404
396	1411
397	1421
398	1411
399	1414
400	1421
401	1424
402	1425
403	1438
404	1443
405	1451
406	1456
407	1514
408	1469
409	1483
410	1500
411	1500
412	1521
413	1529
414	1543
415	1557
416	1564
417	1573
418	1570
419	1586
420	1591
421	1597
422	1593
423	1579
424	1560
425	1539
426	1496
427	1463
428	1422
429	1395
430	1373
431	1346
432	1324
