CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\90Run3image.FIT
Average of Rows 239 through 265
Column	Value (ADU)
1	1346
2	1330
3	1322
4	1321
5	1316
6	1318
7	1306
8	1301
9	1302
10	1304
11	1315
12	1336
13	1357
14	1396
15	1429
16	1459
17	1511
18	1561
19	1579
20	1539
21	1495
22	1448
23	1404
24	1377
25	1350
26	1342
27	1335
28	1324
29	1308
30	1301
31	1305
32	1306
33	1304
34	1314
35	1305
36	1300
37	1289
38	1308
39	1312
40	1318
41	1352
42	1383
43	1411
44	1442
45	1486
46	1548
47	1593
48	1583
49	1528
50	1502
51	1447
52	1401
53	1379
54	1347
55	1344
56	1336
57	1328
58	1313
59	1308
60	1305
61	1306
62	1295
63	1296
64	1296
65	1301
66	1291
67	1296
68	1289
69	1299
70	1321
71	1322
72	1354
73	1393
74	1418
75	1435
76	1476
77	1551
78	1616
79	1628
80	1594
81	1536
82	1495
83	1447
84	1417
85	1372
86	1342
87	1339
88	1342
89	1322
90	1318
91	1299
92	1305
93	1309
94	1290
95	1289
96	1302
97	1296
98	1304
99	1290
100	1292
101	1287
102	1350
103	1303
104	1309
105	1324
106	1353
107	1380
108	1409
109	1426
110	1463
111	1491
112	1573
113	1646
114	1649
115	1616
116	1578
117	1515
118	1479
119	1438
120	1406
121	1373
122	1343
123	1340
124	1346
125	1345
126	1320
127	1314
128	1303
129	1302
130	1310
131	1294
132	1288
133	1292
134	1300
135	1308
136	1299
137	1293
138	1290
139	1289
140	1277
141	1289
142	1302
143	1309
144	1317
145	1346
146	1373
147	1410
148	1444
149	1443
150	1456
151	1503
152	1575
153	1666
154	1698
155	1694
156	1661
157	1606
158	1559
159	1523
160	1482
161	1458
162	1428
163	1383
164	1346
165	1341
166	1353
167	1352
168	1353
169	1332
170	1312
171	1308
172	1304
173	1307
174	1306
175	1289
176	1295
177	1292
178	1304
179	1315
180	1308
181	1306
182	1307
183	1296
184	1284
185	1281
186	1285
187	1279
188	1295
189	1298
190	1306
191	1316
192	1336
193	1350
194	1382
195	1409
196	1446
197	1457
198	1451
199	1462
200	1485
201	1533
202	1616
203	1723
204	1779
205	1769
206	1720
207	1688
208	1650
209	1596
210	1555
211	1525
212	1511
213	1480
214	1462
215	1424
216	1387
217	1361
218	1327
219	1332
220	1347
221	1360
222	1381
223	1365
224	1337
225	1318
226	1305
227	1296
228	1302
229	1314
230	1301
231	1306
232	1301
233	1292
234	1282
235	1280
236	1284
237	1295
238	1314
239	1316
240	1311
241	1304
242	1312
243	1309
244	1287
245	1287
246	1284
247	1289
248	1286
249	1279
250	1275
251	1292
252	1301
253	1313
254	1310
255	1313
256	1320
257	1326
258	1334
259	1336
260	1358
261	1367
262	1398
263	1428
264	1467
265	1476
266	1465
267	1449
268	1464
269	1453
270	1445
271	1466
272	1502
273	1553
274	1632
275	1691
276	1764
277	1836
278	1863
279	1844
280	1802
281	1775
282	1761
283	1720
284	1693
285	1671
286	1660
287	1633
288	1597
289	1554
290	1528
291	1529
292	1534
293	1537
294	1526
295	1494
296	1481
297	1490
298	1473
299	1459
300	1425
301	1399
302	1372
303	1348
304	1343
305	1330
306	1314
307	1308
308	1312
309	1323
310	1358
311	1360
312	1369
313	1370
314	1381
315	1397
316	1402
317	1400
318	1387
319	1368
320	1354
321	1328
322	1321
323	1308
324	1310
325	1305
326	1301
327	1299
328	1293
329	1294
330	1290
331	1297
332	1302
333	1293
334	1294
335	1301
336	1296
337	1312
338	1310
339	1295
340	1306
341	1309
342	1302
343	1303
344	1305
345	1302
346	1310
347	1302
348	1299
349	1303
350	1306
351	1303
352	1302
353	1298
354	1296
355	1308
356	1294
357	1294
358	1299
359	1297
360	1293
361	1293
362	1285
363	1281
364	1292
365	1291
366	1291
367	1283
368	1288
369	1300
370	1286
371	1292
372	1293
373	1292
374	1287
375	1290
376	1289
377	1291
378	1294
379	1291
380	1297
381	1287
382	1289
383	1291
384	1291
385	1294
386	1294
387	1293
388	1299
389	1302
390	1294
391	1304
392	1304
393	1298
394	1300
395	1301
396	1301
397	1311
398	1302
399	1305
400	1302
401	1309
402	1298
403	1299
404	1302
405	1295
406	1297
407	1337
408	1290
409	1289
410	1286
411	1286
412	1285
413	1294
414	1281
415	1285
416	1291
417	1291
418	1293
419	1306
420	1312
421	1333
422	1341
423	1357
424	1366
425	1371
426	1379
427	1367
428	1360
429	1353
430	1351
431	1329
432	1318
433	1308
434	1303
435	1292
436	1300
437	1317
438	1325
439	1335
440	1351
441	1378
442	1399
443	1418
444	1433
445	1437
446	1455
447	1469
448	1471
449	1481
450	1489
451	1481
452	1500
453	1519
454	1549
455	1557
456	1599
457	1607
458	1631
459	1657
460	1678
461	1704
462	1728
463	1759
464	1772
465	1748
466	1708
467	1662
468	1594
469	1544
470	1487
471	1459
472	1440
473	1430
474	1422
475	1425
476	1425
477	1425
478	1403
479	1396
480	1361
481	1341
482	1324
483	1314
484	1302
485	1300
486	1288
487	1288
488	1286
489	1278
490	1271
491	1272
492	1260
493	1260
494	1263
495	1260
496	1265
497	1260
498	1268
499	1266
500	1276
501	1270
502	1278
503	1281
504	1280
505	1270
506	1270
507	1255
508	1256
509	1259
510	1256
511	1265
512	1271
513	1266
514	1275
515	1264
516	1270
517	1271
518	1291
519	1308
520	1312
521	1316
522	1304
523	1295
524	1294
525	1315
526	1330
527	1353
528	1383
529	1406
530	1415
531	1430
532	1458
533	1482
534	1511
535	1561
536	1591
537	1626
538	1636
539	1619
540	1561
541	1502
542	1449
543	1424
544	1396
545	1398
546	1382
547	1352
548	1330
549	1303
550	1292
551	1289
552	1288
553	1267
554	1269
555	1268
556	1248
557	1248
558	1243
559	1252
560	1260
561	1258
562	1257
563	1260
564	1258
565	1249
566	1253
567	1248
568	1247
569	1255
570	1258
571	1255
572	1266
573	1275
574	1290
575	1298
576	1280
577	1281
578	1287
579	1305
580	1343
581	1357
582	1376
583	1399
584	1427
585	1458
586	1505
587	1546
588	1560
589	1555
590	1512
591	1467
592	1412
593	1377
594	1363
595	1350
596	1319
597	1292
598	1282
599	1269
600	1266
601	1268
602	1252
603	1245
604	1245
605	1245
606	1250
607	1254
608	1257
609	1248
610	1253
611	1241
612	1244
613	1246
614	1246
615	1255
616	1255
617	1269
618	1285
619	1278
620	1280
621	1290
622	1318
623	1337
624	1362
625	1395
626	1416
627	1466
628	1509
629	1524
630	1508
631	1456
632	1416
633	1381
634	1350
635	1318
636	1294
637	1288
638	1270
639	1265
640	1257
641	1241
642	1244
643	1247
644	1246
645	1246
646	1252
647	1244
648	1242
649	1236
650	1247
651	1261
652	1247
653	1263
654	1265
655	1268
656	1268
657	1278
658	1301
659	1329
660	1360
661	1387
662	1426
663	1461
664	1487
665	1477
666	1432
667	1395
668	1359
669	1326
670	1311
671	1284
672	1262
673	1254
674	1246
675	1236
676	1238
677	1242
678	1251
679	1244
680	1242
681	1238
682	1234
683	1233
684	1247
685	1253
686	1259
687	1267
688	1266
689	1273
690	1305
691	1331
692	1359
693	1391
694	1431
695	1456
696	1461
697	1423
698	1387
699	1354
700	1324
701	1297
702	1282
703	1260
704	1248
705	1243
706	1236
707	1245
708	1243
709	1245
710	1242
711	1237
712	1236
713	1246
714	1237
715	1247
716	1260
717	1263
718	1280
719	1298
720	1317
721	1349
722	1382
723	1419
724	1440
725	1429
726	1385
727	1350
728	1329
729	1301
730	1274
731	1256
732	1248
733	1248
734	1236
735	1247
736	1241
737	1238
738	1236
739	1239
740	1236
741	1245
742	1250
743	1256
744	1262
745	1274
746	1327
747	1314
748	1354
749	1391
750	1414
751	1425
752	1403
753	1367
754	1318
755	1297
756	1271
757	1255
758	1249
759	1241
760	1234
761	1236
762	1244
763	1244
764	1239
765	1240
