CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\180Run9.JPG
Average of Rows 239 through 265
Column	Value (ADU)
1	1438
2	1465
3	1476
4	1454
5	1441
6	1438
7	1431
8	1433
9	1427
10	1437
11	1462
12	1445
13	1404
14	1374
15	1348
16	1344
17	1352
18	1361
19	1391
20	1388
21	1389
22	1371
23	1353
24	1353
25	1349
26	1349
27	1372
28	1415
29	1452
30	1450
31	1440
32	1426
33	1422
34	1437
35	1440
36	1429
37	1429
38	1462
39	1469
40	1442
41	1403
42	1370
43	1344
44	1342
45	1349
46	1354
47	1377
48	1387
49	1381
50	1381
51	1361
52	1347
53	1344
54	1341
55	1346
56	1359
57	1398
58	1444
59	1462
60	1464
61	1427
62	1426
63	1427
64	1442
65	1435
66	1425
67	1418
68	1444
69	1464
70	1472
71	1428
72	1390
73	1361
74	1333
75	1340
76	1335
77	1347
78	1371
79	1385
80	1407
81	1396
82	1368
83	1359
84	1346
85	1335
86	1337
87	1345
88	1350
89	1385
90	1447
91	1475
92	1490
93	1447
94	1416
95	1416
96	1430
97	1448
98	1445
99	1425
100	1417
101	1428
102	1522
103	1482
104	1481
105	1435
106	1397
107	1370
108	1338
109	1333
110	1345
111	1339
112	1347
113	1365
114	1389
115	1418
116	1398
117	1381
118	1371
119	1349
120	1336
121	1337
122	1331
123	1338
124	1343
125	1369
126	1422
127	1494
128	1516
129	1501
130	1463
131	1430
132	1428
133	1439
134	1458
135	1476
136	1465
137	1443
138	1432
139	1429
140	1456
141	1516
142	1527
143	1502
144	1450
145	1406
146	1379
147	1349
148	1333
149	1334
150	1332
151	1343
152	1350
153	1372
154	1399
155	1419
156	1426
157	1410
158	1397
159	1380
160	1358
161	1350
162	1335
163	1338
164	1344
165	1343
166	1348
167	1350
168	1389
169	1450
170	1512
171	1555
172	1542
173	1513
174	1460
175	1432
176	1423
177	1446
178	1459
179	1491
180	1507
181	1487
182	1467
183	1442
184	1430
185	1438
186	1479
187	1532
188	1576
189	1561
190	1514
191	1466
192	1424
193	1394
194	1369
195	1342
196	1327
197	1335
198	1328
199	1339
200	1334
201	1340
202	1358
203	1382
204	1415
205	1444
206	1450
207	1428
208	1413
209	1395
210	1384
211	1372
212	1354
213	1345
214	1339
215	1332
216	1340
217	1353
218	1342
219	1343
220	1338
221	1344
222	1359
223	1410
224	1473
225	1551
226	1597
227	1598
228	1574
229	1526
230	1491
231	1458
232	1431
233	1424
234	1427
235	1445
236	1466
237	1489
238	1518
239	1523
240	1514
241	1499
242	1483
243	1451
244	1430
245	1425
246	1422
247	1452
248	1487
249	1534
250	1599
251	1630
252	1597
253	1560
254	1538
255	1502
256	1446
257	1423
258	1399
259	1381
260	1378
261	1349
262	1334
263	1322
264	1319
265	1329
266	1328
267	1341
268	1339
269	1335
270	1329
271	1335
272	1334
273	1342
274	1361
275	1383
276	1412
277	1438
278	1465
279	1474
280	1480
281	1457
282	1437
283	1426
284	1414
285	1410
286	1398
287	1392
288	1392
289	1384
290	1370
291	1376
292	1351
293	1336
294	1334
295	1333
296	1336
297	1339
298	1347
299	1345
300	1342
301	1342
302	1350
303	1348
304	1356
305	1345
306	1347
307	1330
308	1320
309	1317
310	1337
311	1328
312	1325
313	1335
314	1358
315	1374
316	1392
317	1414
318	1446
319	1480
320	1520
321	1571
322	1610
323	1626
324	1640
325	1643
326	1636
327	1638
328	1626
329	1626
330	1617
331	1625
332	1598
333	1569
334	1542
335	1530
336	1511
337	1508
338	1488
339	1492
340	1477
341	1469
342	1463
343	1450
344	1445
345	1438
346	1434
347	1432
348	1417
349	1420
350	1422
351	1419
352	1416
353	1416
354	1414
355	1414
356	1408
357	1412
358	1413
359	1416
360	1414
361	1420
362	1409
363	1412
364	1419
365	1420
366	1420
367	1407
368	1413
369	1424
370	1421
371	1418
372	1423
373	1426
374	1415
375	1421
376	1430
377	1418
378	1419
379	1420
380	1427
381	1424
382	1417
383	1422
384	1420
385	1423
386	1418
387	1422
388	1412
389	1417
390	1422
391	1421
392	1420
393	1418
394	1426
395	1423
396	1426
397	1439
398	1429
399	1439
400	1445
401	1446
402	1445
403	1455
404	1473
405	1474
406	1479
407	1539
408	1505
409	1517
410	1530
411	1548
412	1566
413	1586
414	1592
415	1598
416	1612
417	1618
418	1619
419	1631
420	1627
421	1633
422	1603
423	1581
424	1544
425	1501
426	1469
427	1433
428	1409
429	1381
430	1367
431	1352
432	1332
433	1323
434	1312
435	1300
436	1306
437	1306
438	1316
439	1327
440	1323
441	1324
442	1328
443	1325
444	1327
445	1324
446	1333
447	1326
448	1315
449	1311
450	1323
451	1318
452	1321
453	1327
454	1342
455	1342
456	1357
457	1361
458	1369
459	1376
460	1380
461	1383
462	1395
463	1413
464	1411
465	1423
466	1429
467	1410
468	1398
469	1376
470	1352
471	1354
472	1329
473	1319
474	1316
475	1310
476	1318
477	1324
478	1312
479	1312
480	1311
481	1303
482	1299
483	1316
484	1319
485	1344
486	1347
487	1361
488	1378
489	1409
490	1426
491	1456
492	1486
493	1491
494	1515
495	1489
496	1466
497	1430
498	1408
499	1388
500	1378
501	1382
502	1389
503	1413
504	1431
505	1433
506	1451
507	1446
508	1428
509	1415
510	1394
511	1385
512	1387
513	1385
514	1401
515	1420
516	1447
517	1489
518	1508
519	1507
520	1477
521	1436
522	1384
523	1346
524	1316
525	1306
526	1304
527	1306
528	1300
529	1305
530	1295
531	1297
532	1308
533	1312
534	1320
535	1325
536	1339
537	1357
538	1362
539	1373
540	1374
541	1363
542	1344
543	1326
544	1311
545	1312
546	1308
547	1299
548	1296
549	1295
550	1296
551	1310
552	1330
553	1347
554	1370
555	1412
556	1439
557	1449
558	1429
559	1399
560	1369
561	1361
562	1364
563	1372
564	1390
565	1408
566	1400
567	1386
568	1372
569	1365
570	1368
571	1377
572	1402
573	1444
574	1451
575	1443
576	1399
577	1345
578	1321
579	1302
580	1302
581	1296
582	1288
583	1292
584	1290
585	1304
586	1312
587	1326
588	1334
589	1347
590	1356
591	1346
592	1324
593	1315
594	1293
595	1292
596	1285
597	1295
598	1291
599	1310
600	1321
601	1364
602	1386
603	1399
604	1401
605	1382
606	1368
607	1346
608	1360
609	1369
610	1382
611	1371
612	1361
613	1357
614	1349
615	1365
616	1389
617	1422
618	1410
619	1372
620	1341
621	1302
622	1279
623	1288
624	1285
625	1291
626	1288
627	1301
628	1313
629	1325
630	1338
631	1345
632	1322
633	1305
634	1289
