CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\90Run2image.JPG
Average of Rows 239 through 265
Column	Value (ADU)
1	1297
2	1287
3	1281
4	1274
5	1281
6	1282
7	1279
8	1286
9	1291
10	1314
11	1341
12	1350
13	1397
14	1473
15	1555
16	1606
17	1634
18	1607
19	1552
20	1471
21	1416
22	1361
23	1326
24	1317
25	1301
26	1286
27	1283
28	1279
29	1269
30	1261
31	1258
32	1274
33	1267
34	1272
35	1277
36	1280
37	1286
38	1311
39	1322
40	1340
41	1380
42	1446
43	1528
44	1606
45	1663
46	1644
47	1616
48	1542
49	1467
50	1406
51	1362
52	1324
53	1307
54	1289
55	1278
56	1272
57	1269
58	1265
59	1263
60	1262
61	1257
62	1254
63	1257
64	1266
65	1273
66	1274
67	1275
68	1288
69	1297
70	1328
71	1344
72	1383
73	1448
74	1522
75	1603
76	1678
77	1688
78	1662
79	1604
80	1546
81	1467
82	1395
83	1356
84	1324
85	1300
86	1290
87	1291
88	1284
89	1263
90	1261
91	1257
92	1260
93	1264
94	1254
95	1255
96	1255
97	1256
98	1266
99	1271
100	1267
101	1278
102	1356
103	1304
104	1314
105	1329
106	1368
107	1406
108	1467
109	1544
110	1642
111	1705
112	1736
113	1692
114	1647
115	1587
116	1510
117	1451
118	1403
119	1348
120	1320
121	1311
122	1291
123	1280
124	1283
125	1275
126	1272
127	1257
128	1262
129	1259
130	1257
131	1251
132	1249
133	1252
134	1250
135	1260
136	1262
137	1264
138	1267
139	1265
140	1271
141	1288
142	1305
143	1321
144	1332
145	1336
146	1362
147	1419
148	1480
149	1557
150	1644
151	1745
152	1789
153	1789
154	1748
155	1700
156	1648
157	1583
158	1511
159	1449
160	1393
161	1358
162	1336
163	1306
164	1297
165	1289
166	1294
167	1297
168	1282
169	1268
170	1261
171	1261
172	1257
173	1254
174	1258
175	1256
176	1245
177	1239
178	1238
179	1248
180	1254
181	1250
182	1262
183	1272
184	1274
185	1264
186	1270
187	1261
188	1283
189	1289
190	1310
191	1316
192	1330
193	1338
194	1348
195	1386
196	1437
197	1493
198	1551
199	1620
200	1728
201	1805
202	1863
203	1866
204	1803
205	1792
206	1743
207	1707
208	1639
209	1581
210	1522
211	1469
212	1422
213	1391
214	1356
215	1325
216	1312
217	1304
218	1290
219	1283
220	1288
221	1280
222	1289
223	1293
224	1278
225	1265
226	1258
227	1248
228	1253
229	1258
230	1250
231	1255
232	1258
233	1261
234	1253
235	1236
236	1228
237	1236
238	1235
239	1238
240	1246
241	1240
242	1246
243	1257
244	1269
245	1278
246	1265
247	1263
248	1264
249	1255
250	1250
251	1265
252	1266
253	1282
254	1294
255	1306
256	1315
257	1331
258	1327
259	1322
260	1327
261	1328
262	1333
263	1356
264	1382
265	1402
266	1457
267	1508
268	1535
269	1561
270	1595
271	1683
272	1744
273	1808
274	1884
275	1940
276	1963
277	1940
278	1901
279	1879
280	1865
281	1819
282	1782
283	1768
284	1775
285	1748
286	1698
287	1666
288	1636
289	1609
290	1568
291	1520
292	1483
293	1472
294	1456
295	1446
296	1404
297	1389
298	1366
299	1358
300	1343
301	1336
302	1317
303	1313
304	1317
305	1314
306	1298
307	1299
308	1297
309	1293
310	1310
311	1285
312	1274
313	1272
314	1272
315	1269
316	1269
317	1279
318	1286
319	1296
320	1296
321	1308
322	1310
323	1298
324	1297
325	1285
326	1272
327	1260
328	1258
329	1246
330	1246
331	1250
332	1246
333	1249
334	1243
335	1250
336	1250
337	1254
338	1252
339	1255
340	1244
341	1250
342	1256
343	1241
344	1256
345	1246
346	1238
347	1242
348	1237
349	1235
350	1243
351	1241
352	1235
353	1235
354	1233
355	1237
356	1237
357	1231
358	1236
359	1236
360	1239
361	1236
362	1230
363	1229
364	1244
365	1237
366	1232
367	1238
368	1236
369	1237
370	1240
371	1240
372	1235
373	1239
374	1237
375	1240
376	1237
377	1231
378	1238
379	1235
380	1230
381	1228
382	1230
383	1232
384	1238
385	1233
386	1232
387	1238
388	1233
389	1237
390	1240
391	1231
392	1238
393	1242
394	1238
395	1237
396	1243
397	1252
398	1245
399	1250
400	1251
401	1250
402	1244
403	1246
404	1248
405	1244
406	1244
407	1285
408	1245
409	1250
410	1252
411	1262
412	1267
413	1284
414	1283
415	1291
416	1298
417	1291
418	1283
419	1280
420	1284
421	1276
422	1267
423	1263
424	1259
425	1268
426	1266
427	1266
428	1269
429	1271
430	1285
431	1281
432	1287
433	1294
434	1294
435	1296
436	1304
437	1303
438	1316
439	1323
440	1335
441	1357
442	1369
443	1398
444	1419
445	1430
446	1443
447	1465
448	1500
449	1530
450	1564
451	1591
452	1625
453	1659
454	1675
455	1686
456	1715
457	1736
458	1754
459	1784
460	1800
461	1831
462	1838
463	1862
464	1823
465	1773
466	1714
467	1658
468	1588
469	1548
470	1509
471	1484
472	1437
473	1400
474	1370
475	1343
476	1321
477	1307
478	1302
479	1306
480	1302
481	1304
482	1288
483	1281
484	1281
485	1270
486	1253
487	1253
488	1248
489	1242
490	1239
491	1238
492	1249
493	1241
494	1252
495	1237
496	1230
497	1231
498	1229
499	1230
500	1218
501	1214
502	1219
503	1208
504	1225
505	1228
506	1234
507	1236
508	1230
509	1218
510	1219
511	1233
512	1236
513	1239
514	1249
515	1262
516	1256
517	1255
518	1251
519	1253
520	1254
521	1262
522	1271
523	1275
524	1291
525	1312
526	1338
527	1362
528	1407
529	1448
530	1491
531	1537
532	1574
533	1607
534	1646
535	1678
536	1698
537	1696
538	1659
539	1596
540	1519
541	1455
542	1410
543	1364
544	1334
545	1299
546	1294
547	1291
548	1276
549	1267
550	1256
551	1243
552	1251
553	1241
554	1231
555	1233
556	1239
557	1227
558	1226
559	1218
560	1217
561	1213
562	1215
563	1216
564	1223
565	1217
566	1226
567	1220
568	1221
569	1229
570	1238
571	1242
572	1240
573	1256
574	1242
575	1251
576	1263
577	1273
578	1298
579	1319
580	1371
581	1407
582	1455
583	1505
584	1548
585	1572
586	1617
587	1612
588	1575
589	1524
590	1459
591	1402
592	1355
593	1317
594	1282
595	1273
596	1264
597	1257
598	1246
599	1238
600	1228
601	1241
602	1224
603	1223
604	1219
605	1213
606	1217
607	1213
608	1212
609	1219
610	1215
611	1220
612	1226
613	1228
614	1231
615	1235
616	1236
617	1241
618	1255
619	1265
620	1282
621	1322
622	1362
623	1399
624	1455
625	1496
626	1547
627	1560
628	1556
629	1518
630	1453
631	1383
632	1337
633	1300
634	1279
635	1263
636	1245
637	1247
638	1226
639	1228
640	1232
641	1225
642	1218
643	1212
644	1212
645	1214
646	1209
647	1216
648	1212
649	1213
650	1230
651	1241
652	1233
653	1234
654	1237
655	1259
656	1274
657	1309
658	1346
659	1397
660	1445
661	1485
662	1513
663	1528
664	1494
665	1420
666	1353
667	1314
668	1288
669	1259
670	1249
671	1236
672	1233
673	1233
674	1222
675	1218
676	1213
677	1207
678	1223
679	1213
680	1205
681	1210
682	1214
683	1222
684	1233
685	1235
686	1239
687	1256
688	1277
689	1310
690	1350
691	1404
692	1464
693	1483
694	1499
695	1474
696	1418
697	1355
698	1310
699	1281
700	1262
701	1245
702	1235
703	1221
704	1216
705	1220
706	1216
707	1210
708	1209
709	1211
710	1216
711	1229
712	1218
713	1230
714	1227
715	1229
716	1243
717	1269
718	1305
719	1355
720	1400
721	1435
722	1477
723	1463
724	1423
725	1369
726	1319
727	1274
728	1258
729	1248
730	1230
731	1225
732	1225
733	1222
734	1213
735	1204
736	1203
737	1212
738	1212
739	1226
740	1231
741	1224
742	1240
743	1253
744	1268
745	1300
746	1379
747	1406
748	1444
749	1453
750	1425
751	1381
752	1328
753	1289
754	1255
755	1242
756	1229
757	1227
758	1218
759	1218
760	1211
761	1209
762	1221
763	1219
764	1220
765	1229
