CCDOps Exported Profile Report
Image: C:\Users\George Brown\Desktop\AMJ-zeeman\WithB\90\2_B0300.FIT
Average of Rows 238 through 264
Column	Value (ADU)
1	1319
2	1289
3	1287
4	1296
5	1310
6	1312
7	1290
8	1283
9	1264
10	1268
11	1278
12	1276
13	1276
14	1287
15	1300
16	1296
17	1303
18	1360
19	1473
20	1669
21	1914
22	2030
23	1954
24	1776
25	1578
26	1414
27	1327
28	1281
29	1270
30	1264
31	1282
32	1304
33	1308
34	1298
35	1279
36	1264
37	1260
38	1274
39	1270
40	1271
41	1272
42	1287
43	1292
44	1287
45	1295
46	1324
47	1412
48	1576
49	1803
50	2044
51	2070
52	1962
53	1752
54	1558
55	1400
56	1317
57	1280
58	1260
59	1250
60	1273
61	1278
62	1296
63	1305
64	1289
65	1266
66	1261
67	1250
68	1259
69	1258
70	1267
71	1277
72	1277
73	1295
74	1294
75	1279
76	1279
77	1315
78	1396
79	1548
80	1786
81	2057
82	2184
83	2114
84	1932
85	1727
86	1532
87	1388
88	1309
89	1273
90	1252
91	1246
92	1247
93	1263
94	1288
95	1305
96	1302
97	1293
98	1271
99	1250
100	1248
101	1250
102	1325
103	1262
104	1260
105	1262
106	1278
107	1299
108	1298
109	1279
110	1277
111	1280
112	1330
113	1416
114	1573
115	1820
116	2088
117	2257
118	2212
119	2052
120	1853
121	1667
122	1482
123	1365
124	1293
125	1267
126	1244
127	1242
128	1245
129	1243
130	1267
131	1285
132	1310
133	1299
134	1300
135	1271
136	1244
137	1244
138	1243
139	1246
140	1262
141	1254
142	1255
143	1262
144	1255
145	1275
146	1288
147	1295
148	1280
149	1267
150	1263
151	1285
152	1320
153	1390
154	1517
155	1737
156	1990
157	2238
158	2359
159	2292
160	2147
161	1970
162	1775
163	1603
164	1449
165	1347
166	1302
167	1252
168	1238
169	1234
170	1232
171	1237
172	1242
173	1250
174	1269
175	1291
176	1312
177	1311
178	1303
179	1281
180	1255
181	1248
182	1233
183	1238
184	1236
185	1250
186	1253
187	1247
188	1252
189	1262
190	1252
191	1260
192	1275
193	1292
194	1296
195	1285
196	1268
197	1256
198	1253
199	1267
200	1275
201	1305
202	1364
203	1454
204	1602
205	1806
206	2067
207	2346
208	2497
209	2495
210	2400
211	2257
212	2109
213	1931
214	1799
215	1637
216	1484
217	1386
218	1326
219	1288
220	1262
221	1243
222	1241
223	1232
224	1223
225	1230
226	1228
227	1233
228	1243
229	1256
230	1262
231	1294
232	1330
233	1328
234	1318
235	1321
236	1315
237	1285
238	1245
239	1244
240	1244
241	1231
242	1233
243	1229
244	1231
245	1239
246	1252
247	1255
248	1252
249	1250
250	1252
251	1261
252	1257
253	1248
254	1247
255	1263
256	1261
257	1284
258	1298
259	1315
260	1311
261	1290
262	1272
263	1252
264	1242
265	1246
266	1245
267	1248
268	1255
269	1262
270	1275
271	1292
272	1326
273	1366
274	1430
275	1516
276	1601
277	1734
278	1900
279	2108
280	2298
281	2463
282	2632
283	2715
284	2714
285	2649
286	2579
287	2501
288	2418
289	2320
290	2237
291	2141
292	2030
293	1933
294	1867
295	1807
296	1713
297	1618
298	1511
299	1422
300	1372
301	1347
302	1327
303	1310
304	1301
305	1285
306	1272
307	1253
308	1246
309	1240
310	1256
311	1241
312	1230
313	1231
314	1223
315	1226
316	1221
317	1228
318	1226
319	1215
320	1219
321	1221
322	1219
323	1223
324	1223
325	1224
326	1226
327	1228
328	1222
329	1238
330	1236
331	1237
332	1244
333	1234
334	1246
335	1243
336	1249
337	1264
338	1267
339	1285
340	1299
341	1314
342	1333
343	1341
344	1353
345	1358
346	1349
347	1350
348	1336
349	1329
350	1317
351	1313
352	1310
353	1315
354	1311
355	1313
356	1311
357	1312
358	1313
359	1319
360	1319
361	1328
362	1328
363	1338
364	1339
365	1336
366	1347
367	1343
368	1343
369	1350
370	1347
371	1355
372	1352
373	1349
374	1344
375	1344
376	1350
377	1345
378	1359
379	1352
380	1353
381	1345
382	1342
383	1330
384	1336
385	1326
386	1332
387	1326
388	1322
389	1319
390	1310
391	1315
392	1313
393	1320
394	1313
395	1320
396	1322
397	1334
398	1340
399	1345
400	1352
401	1354
402	1348
403	1341
404	1334
405	1319
406	1306
407	1336
408	1272
409	1260
410	1251
411	1247
412	1239
413	1243
414	1237
415	1229
416	1235
417	1226
418	1232
419	1227
420	1226
421	1226
422	1221
423	1216
424	1208
425	1214
426	1220
427	1214
428	1211
429	1214
430	1222
431	1214
432	1221
433	1225
434	1218
435	1222
436	1222
437	1221
438	1236
439	1248
440	1259
441	1268
442	1281
443	1291
444	1311
445	1326
446	1344
447	1371
448	1435
449	1513
450	1614
451	1705
452	1769
453	1850
454	1922
455	2015
456	2116
457	2202
458	2286
459	2380
460	2440
461	2519
462	2574
463	2624
464	2577
465	2492
466	2355
467	2188
468	1998
469	1833
470	1694
471	1574
472	1482
473	1415
474	1375
475	1319
476	1290
477	1270
478	1260
479	1245
480	1235
481	1234
482	1229
483	1234
484	1258
485	1267
486	1281
487	1288
488	1287
489	1272
490	1267
491	1254
492	1241
493	1241
494	1246
495	1242
496	1240
497	1245
498	1228
499	1239
500	1232
501	1228
502	1228
503	1214
504	1217
505	1219
506	1222
507	1223
508	1225
509	1240
510	1261
511	1284
512	1293
513	1295
514	1299
515	1279
516	1270
517	1247
518	1225
519	1222
520	1220
521	1209
522	1210
523	1208
524	1218
525	1225
526	1228
527	1235
528	1261
529	1295
530	1340
531	1428
532	1546
533	1664
534	1805
535	1933
536	2059
537	2177
538	2234
539	2230
540	2120
541	1913
542	1723
543	1570
544	1436
545	1366
546	1302
547	1274
548	1246
549	1238
550	1233
551	1248
552	1263
553	1266
554	1264
555	1251
556	1237
557	1236
558	1232
559	1230
560	1227
561	1223
562	1218
563	1214
564	1208
565	1214
566	1221
567	1226
568	1247
569	1268
570	1275
571	1271
572	1267
573	1247
574	1230
575	1221
576	1217
577	1210
578	1217
579	1218
580	1237
581	1251
582	1287
583	1362
584	1478
585	1627
586	1772
587	1919
588	2048
589	2109
590	2058
591	1873
592	1660
593	1497
594	1377
595	1312
596	1266
597	1247
598	1245
599	1246
600	1258
601	1272
602	1244
603	1235
604	1227
605	1226
606	1228
607	1222
608	1218
609	1215
610	1216
611	1213
612	1234
613	1246
614	1260
615	1270
616	1249
617	1237
618	1228
619	1216
620	1214
621	1216
622	1221
623	1243
624	1286
625	1372
626	1505
627	1658
628	1822
629	1969
630	2012
631	1902
632	1709
633	1516
634	1388
635	1309
636	1263
637	1244
638	1252
639	1249
640	1255
641	1242
642	1228
643	1222
644	1221
645	1218
646	1214
647	1210
648	1213
649	1220
650	1237
651	1251
652	1249
653	1247
654	1229
655	1216
656	1208
657	1212
658	1225
659	1242
660	1281
661	1382
